side,line,position,head,height,width,stroke_px,stroke_ratio,density
Gv,Gv05,7,421,93,67,4.89,0.0526,0.278
Gv,Gv05,8,421,91,104,4.86,0.0534,0.311
Gv,Gv05,9,421,93,124,5.16,0.0554,0.32
Gv,Gv05,10,029,90,64,5.11,0.0567,0.321
Gv,Gv05,11,421,87,43,4.77,0.0548,0.419
Gv,Gv05,12,027,83,89,5.3,0.0638,0.372
Gv,Gv05,13,048,81,46,4.7,0.0581,0.376
Gv,Gv05,14,700,86,121,4.98,0.0579,0.345
Gv,Gv05,15,700,80,25,5.15,0.0644,0.486
Gv,Gv05,16,700,82,26,5.13,0.0625,0.466
Gv,Gv05,17,001,82,26,5.13,0.0625,0.466
Gv,Gv05,18,700,87,51,5.17,0.0595,0.371
Gv,Gv05,19,430,88,32,5.05,0.0574,0.401
Gv,Gv05,20,700,84,44,4.86,0.0579,0.388
Gv,Gv05,21,005,86,121,4.81,0.056,0.333
Gv,Gv05,22,316,80,56,4.68,0.0585,0.323
Gv,Gv05,23,001,74,31,5.49,0.0742,0.398
Gv,Gv05,24,700,86,150,5.5,0.0639,0.371
Gv,Gv05,25,300,91,83,5.29,0.0582,0.327
Gv,Gv05,26,055,69,53,4.62,0.067,0.389
Gv,Gv05,27,630,72,87,4.92,0.0683,0.407
Gv,Gv05,28,200,78,56,5.45,0.0699,0.442
Gv,Gv05,30,430,35,48,6.61,0.1889,0.62
Gv,Gv07,0,630,98,15,7.36,0.0751,0.689
Gv,Gv07,1,005,90,98,5.14,0.0571,0.334
Gv,Gv07,2,091,97,34,4.38,0.0451,0.288
Gv,Gv07,3,005,97,89,5.0,0.0516,0.352
Gv,Gv07,4,700,90,84,5.42,0.0602,0.311
Gv,Gv07,5,001,91,89,5.36,0.0589,0.298
Gv,Gv07,6,200,94,49,5.08,0.054,0.341
Gv,Gv07,7,082,92,33,4.86,0.0528,0.371
Gv,Gv07,8,083,87,35,4.89,0.0562,0.355
Gv,Gv07,9,700,83,47,4.98,0.06,0.306
Gv,Gv07,10,522,87,72,5.07,0.0583,0.344
Gv,Gv07,11,430,97,98,5.08,0.0524,0.357
Gv,Gv07,12,730,84,38,5.08,0.0604,0.356
Gv,Gv07,13,005,90,74,5.16,0.0573,0.381
Gv,Gv07,14,700,92,105,5.49,0.0596,0.365
Gv,Gv07,15,730,78,71,5.12,0.0656,0.38
Gv,Gv07,16,022,80,49,4.25,0.0532,0.335
Gv,Gv07,17,515,86,60,4.58,0.0533,0.337
Gv,Gv07,18,700,87,139,4.87,0.0559,0.335
Gv,Gv07,19,047,55,70,5.15,0.0936,0.427
Gv,Gv07,20,700,57,36,4.31,0.0756,0.288
Gv,Gv07,21,430,68,36,4.94,0.0727,0.397
Gv,Gv07,22,020,75,107,4.7,0.0627,0.311
Gv,Gv07,23,001,72,77,4.77,0.0663,0.254
Gv,Gv07,24,739,74,74,4.92,0.0664,0.352
Gv,Gv07,25,700,63,68,4.46,0.0707,0.319
Gv,Gv07,26,381,55,59,4.78,0.087,0.365
Gv,Gv07,27,647,51,35,5.16,0.1011,0.375
Gv,Gv07,28,380,50,60,4.87,0.0975,0.402
Gv,Gv07,29,006,59,116,5.02,0.0852,0.296
Gv,Gv08,0,770,74,91,4.98,0.0673,0.231
Gv,Gv08,1,380,56,102,4.92,0.0878,0.379
Gv,Gv08,2,064,58,91,4.83,0.0833,0.37
Gv,Gv08,3,022,53,72,4.97,0.0938,0.357
Gv,Gv08,4,711,58,107,4.41,0.076,0.331
Gv,Gv08,5,600,57,83,4.77,0.0836,0.365
Gv,Gv08,6,048,57,97,4.95,0.0868,0.444
Gv,Gv08,7,512,56,96,5.3,0.0947,0.439
Gv,Gv08,8,045,53,33,5.31,0.1002,0.465
Gv,Gv08,9,200,56,69,4.63,0.0827,0.432
Gv,Gv08,10,096,57,97,5.01,0.0879,0.465
Gv,Gv08,11,070,56,113,5.65,0.1008,0.508
Gv,Gv08,12,088,56,50,5.78,0.1031,0.466
Gv,Gv08,13,001,53,28,5.31,0.1001,0.491
Gv,Gv08,14,530,56,39,4.88,0.0872,0.418
Gv,Gv08,15,192,60,118,5.54,0.0924,0.386
Gv,Gv08,16,700,65,96,5.26,0.081,0.362
Gv,Gv08,17,700,65,80,5.12,0.0787,0.433
Gv,Gv08,18,086,68,88,5.34,0.0785,0.412
Gv,Gv08,19,600,71,102,5.36,0.0755,0.387
Gv,Gv08,20,004,68,91,5.14,0.0756,0.394
Gv,Gv08,21,621,75,50,5.27,0.0703,0.356
Gv,Gv08,22,004,77,77,5.12,0.0664,0.418
Gv,Gv08,23,600,72,34,4.42,0.0613,0.46
Gv,Gv08,24,600,76,99,4.89,0.0643,0.398
Gv,Gv08,25,657,77,99,4.99,0.0648,0.34
Gv,Gv08,26,040,77,130,4.85,0.063,0.395
Gv,Gv08,27,600,84,102,5.15,0.0613,0.295
Gv,Gv08,28,646,81,72,4.87,0.0601,0.348
Gv,Gv08,29,600,85,124,4.93,0.058,0.424
Gv,Gv08,30,004,83,72,4.78,0.0575,0.359
Gv,Gv08,31,033,74,28,4.28,0.0579,0.367
Gv,Gv08,32,004,16,18,5.42,0.3389,0.681
Gv,Gv08,33,033,72,61,5.37,0.0745,0.301
Gv,Gv08,34,045,66,30,7.42,0.1124,0.444
Hr,Hr01,3,050,4,11,2.6,0.65,0.455
Hr,Hr01,7,207,14,24,2.05,0.1466,0.301
Hr,Hr01,8,700,14,7,2.08,0.1482,0.531
Hr,Hr01,9,280,11,13,2.07,0.188,0.497
Hr,Hr01,10,001,10,6,2.06,0.2064,0.333
Hr,Hr01,11,007,14,11,2.04,0.1454,0.247
Hr,Hr01,12,260,11,19,2.03,0.1845,0.211
Hr,Hr01,13,280,12,16,2.16,0.18,0.333
Hr,Hr02,10,066,11,6,2.23,0.2024,0.303
Hr,Hr02,14,070,12,7,2.0,0.1667,0.274
Hr,Hr02,15,202,12,8,2.0,0.1667,0.302
Hr,Hr02,16,021,15,17,2.0,0.1333,0.196
Hr,Hr02,17,382,13,6,2.0,0.1538,0.346
Hr,Hr02,18,382,17,13,2.0,0.1176,0.136
Hr,Hr02,19,002,17,7,2.0,0.1176,0.185
Hr,Hr02,24,050,3,17,2.35,0.7843,0.471
Hr,Hr02,59,260,16,12,2.06,0.1287,0.125
Hr,Hr03,2,060,17,7,2.0,0.1176,0.286
Hr,Hr03,3,220,17,17,2.03,0.1194,0.197
Hr,Hr03,4,256,16,12,2.0,0.125,0.177
Hr,Hr03,5,069,12,6,2.0,0.1667,0.278
Hr,Hr03,6,200,16,14,2.0,0.125,0.116
Hr,Hr03,7,670,19,18,2.04,0.1073,0.082
Hr,Hr03,29,050,11,8,2.0,0.1818,0.33
Hr,Hr03,31,027,11,6,2.0,0.1818,0.348
Hr,Hr03,33,060,17,11,2.02,0.1188,0.267
Hr,Hr03,34,093,16,10,2.03,0.1268,0.237
Hr,Hr03,35,254,10,8,2.24,0.2236,0.287
Hr,Hr03,36,093,9,10,2.0,0.2222,0.244
Hr,Hr03,37,205,15,10,2.03,0.1354,0.26
Hr,Hr04,10,451,20,8,2.11,0.1053,0.231
Hr,Hr04,11,791,13,9,2.0,0.1538,0.231
Hr,Hr04,12,141,12,15,2.0,0.1667,0.128
Hr,Hr04,13,027,18,12,2.04,0.1134,0.245
Hr,Hr04,14,010,17,13,2.08,0.1225,0.281
Hr,Hr04,15,073,17,7,2.03,0.1195,0.303
Hr,Hr04,16,063,12,7,2.14,0.1784,0.345
Hr,Hr04,17,002,11,6,2.0,0.1818,0.303
Hr,Hr04,19,020,11,10,2.0,0.1818,0.255
Hr,Hr04,20,204,14,15,2.0,0.1429,0.138
Hr,Hr04,21,027,12,13,2.0,0.1667,0.218
Hr,Hr04,22,037,13,12,2.17,0.1666,0.135
Hr,Hr04,23,037,13,11,2.06,0.1581,0.175
Hr,Hr04,36,755,16,12,2.02,0.1263,0.26
Hr,Hr04,41,065,8,13,2.0,0.25,0.212
Hr,Hr04,43,700,16,27,2.0,0.125,0.15
Hr,Hr04,44,200,16,11,2.0,0.125,0.188
Hr,Hr04,45,057,14,5,2.04,0.1454,0.357
Hr,Hr04,49,065,15,15,2.0,0.1333,0.156
Hr,Hr04,52,260,14,9,2.0,0.1429,0.198
Hr,Hr04,53,304,17,14,2.0,0.1176,0.092
Hr,Hr04,54,069,11,10,2.04,0.1858,0.227
Hr,Hr05,16,202,16,10,2.0,0.125,0.231
Hr,Hr05,17,280,13,16,2.0,0.1538,0.207
Hr,Hr05,18,008,15,12,2.0,0.1333,0.317
Hr,Hr05,19,548,14,16,2.0,0.1429,0.246
Hr,Hr05,20,631,15,10,2.0,0.1333,0.3
Hr,Hr05,21,208,19,6,2.0,0.1053,0.254
Hr,Hr05,22,200,19,21,2.0,0.1053,0.173
Hr,Hr05,31,020,11,10,2.03,0.1848,0.282
Hr,Hr05,37,051,13,11,2.0,0.1538,0.175
Hr,Hr05,44,100,16,5,2.0,0.125,0.3
Hr,Hr05,45,066,17,18,2.0,0.1176,0.127
Hr,Hr05,46,066,17,18,2.0,0.1176,0.124
Hr,Hr06,0,551,20,6,2.2,0.1101,0.292
Hr,Hr06,1,200,16,15,2.0,0.125,0.304
Hr,Hr06,2,015,16,6,2.0,0.125,0.312
Hr,Hr06,3,022,16,7,2.0,0.125,0.286
Hr,Hr06,4,008,16,9,2.06,0.129,0.299
Hr,Hr06,5,451,15,10,2.04,0.1361,0.227
Hr,Hr06,6,015,14,5,2.0,0.1429,0.386
Hr,Hr06,7,022,11,5,2.0,0.1818,0.364
Hr,Hr06,8,005,14,10,2.0,0.1429,0.186
Hr,Hr06,9,015,8,6,2.0,0.25,0.479
Hr,Hr06,12,015,19,14,2.0,0.1053,0.135
Hr,Hr06,29,093,14,10,2.0,0.1429,0.2
Hr,Hr06,30,070,16,11,2.03,0.1267,0.21
Hr,Hr06,31,520,11,13,2.0,0.1818,0.273
Hr,Hr06,33,008,9,10,2.0,0.2222,0.356
Hr,Hr06,34,001,9,16,2.0,0.2222,0.285
Hr,Hr06,36,065,6,12,2.0,0.3333,0.278
Hr,Hr06,37,431,11,17,2.0,0.1818,0.198
Hr,Hr06,38,200,12,13,2.0,0.1667,0.276
Hr,Hr06,39,276,11,11,2.0,0.1818,0.248
Hr,Hr06,46,300,4,18,2.31,0.5786,0.375
Hr,Hr06,47,300,14,40,2.01,0.1438,0.159
Hr,Hr06,48,324,16,27,2.05,0.1279,0.164
Hr,Hr06,49,700,8,8,2.18,0.2722,0.328
Hr,Hr06,50,163,13,22,2.11,0.1624,0.199
Hr,Hr06,51,270,14,17,2.12,0.1513,0.214
Hr,Hr06,53,470,15,16,2.05,0.1367,0.204
Hr,Hr06,55,087,14,8,2.03,0.1453,0.321
Hr,Hr06,58,002,9,6,2.0,0.2222,0.37
Hr,Hr06,59,203,20,16,2.0,0.1,0.138
Hr,Hr06,60,027,16,10,2.09,0.1308,0.281
Hr,Hr06,61,090,20,9,2.1,0.1051,0.422
Hr,Hr07,5,002,13,5,2.0,0.1538,0.385
Hr,Hr07,7,050,15,7,2.0,0.1333,0.324
Hr,Hr07,8,216,18,20,2.03,0.113,0.225
Hr,Hr07,11,200,10,11,2.17,0.2166,0.209
Hr,Hr07,12,091,12,50,2.07,0.1722,0.185
Hr,Hr07,15,661,5,16,2.0,0.4,0.3
Hr,Hr07,17,203,11,26,2.0,0.1818,0.192
Hr,Hr07,18,045,13,28,2.0,0.1538,0.121
Hr,Hr07,19,530,13,17,2.0,0.1538,0.136
Hr,Hr07,20,040,14,20,2.0,0.1429,0.143
Hr,Hr07,21,571,11,11,2.0,0.1818,0.231
Hr,Hr07,23,535,18,15,2.0,0.1111,0.196
Hr,Hr07,26,065,8,10,2.04,0.2552,0.25
Hr,Hr07,27,739,15,17,2.0,0.1333,0.18
Hr,Hr07,28,200,16,7,2.19,0.1368,0.179
Hr,Hr07,29,381,15,11,2.0,0.1333,0.218
Hr,Hr07,31,028,8,13,2.0,0.25,0.288
Hr,Hr07,32,027,14,6,2.0,0.1429,0.274
Hr,Hr07,42,522,10,14,2.02,0.2024,0.336
Hr,Hr07,43,606,17,12,2.09,0.123,0.211
Hr,Hr07,44,609,19,25,2.01,0.1059,0.179
Hr,Hr07,46,011,17,19,2.0,0.1176,0.139
Hr,Hr07,47,401,16,22,2.0,0.125,0.17
Hr,Hr07,48,605,17,22,2.17,0.1276,0.257
Hr,Hr08,1,144,18,12,2.0,0.1111,0.185
Hr,Hr08,2,002,9,8,2.13,0.237,0.361
Hr,Hr08,3,662,17,18,2.03,0.1194,0.258
Hr,Hr08,5,005,14,12,2.06,0.1474,0.125
Hr,Hr08,7,022,16,21,2.0,0.125,0.128
Hr,Hr08,9,004,16,9,2.0,0.125,0.236
Hr,Hr08,11,022,14,24,2.0,0.1429,0.107
Hr,Hr08,14,214,17,23,2.0,0.1176,0.097
Hr,Hr08,16,070,16,13,2.03,0.1272,0.168
Hr,Hr08,17,607,14,20,2.01,0.1439,0.271
Hr,Hr08,18,607,11,11,2.0,0.1818,0.24
Hr,Hr08,19,522,17,14,2.03,0.1197,0.147
Hr,Hr08,20,002,15,8,2.0,0.1333,0.217
Hr,Hr08,21,053,15,12,2.0,0.1333,0.183
Hr,Hr08,24,420,17,12,2.0,0.1176,0.162
Hr,Hr08,25,050,10,15,2.06,0.2064,0.26
Hr,Hr08,28,760,9,11,2.0,0.2222,0.232
Hr,Hr08,31,021,17,14,2.0,0.1176,0.176
Hr,Hr08,34,050,16,18,2.0,0.125,0.188
Hr,Hr08,36,005,14,8,2.06,0.1468,0.223
Hr,Hr09,9,700,14,16,2.0,0.1429,0.259
Hr,Hr09,10,624,14,14,2.0,0.1429,0.23
Hr,Hr09,11,301,10,6,2.0,0.2,0.35
Hr,Hr09,12,004,16,13,2.0,0.125,0.202
Hr,Hr09,15,385,14,8,2.13,0.152,0.259
Hr,Hr09,16,050,17,16,2.0,0.1176,0.206
Hr,Hr09,18,430,16,13,2.06,0.129,0.135
Hr,Hr09,20,076,17,23,2.0,0.1176,0.061
Hr,Hr09,22,670,8,11,2.05,0.2561,0.261
Hr,Hr09,24,470,16,9,2.0,0.125,0.194
Hr,Hr09,34,372,16,10,2.0,0.125,0.175
Hr,Hr09,35,020,17,3,2.0,0.1176,0.431
Hr,Hr09,36,214,17,30,2.0,0.1176,0.171
Hr,Hr09,37,001,11,21,2.0,0.1818,0.121
Hr,Hr10,40,020,13,6,2.0,0.1538,0.269
Hr,Hr10,41,700,11,6,2.0,0.1818,0.333
Hr,Hr10,46,020,7,7,2.0,0.2857,0.429
Hr,Hr11,5,38),8,17,2.03,0.2541,0.206
Hr,Hr11,6,011,10,17,2.08,0.2075,0.276
Hr,Hr11,7,700,11,24,2.06,0.1868,0.152
Hr,Hr11,8,600,15,22,2.0,0.1333,0.085
Hr,Hr11,11,090,15,16,2.0,0.1333,0.083
Hr,Hr11,12,136,5,16,2.12,0.4249,0.312
Hr,Hr11,17,091,7,9,2.0,0.2857,0.365
Hr,Hr11,19,773,9,13,2.0,0.2222,0.171
Hr,Hr11,20,430,14,18,2.0,0.1429,0.099
Hr,Hr11,21,430,4,35,2.25,0.5613,0.321
Hr,Hr11,22,605,5,16,2.68,0.5366,0.438
Hr,Hr11,23,007,11,7,2.04,0.1852,0.325
Hr,Hr11,24,003,11,22,2.12,0.1928,0.174
Hr,Hr11,25,034,14,30,2.04,0.1458,0.224
Hr,Hr11,26,220,11,18,2.36,0.2146,0.258
Hr,Hr11,27,091,17,12,2.11,0.1242,0.157
Hr,Hr11,28,005,13,40,2.0,0.1538,0.137
Hr,Hr11,29,005,18,29,2.0,0.1111,0.157
Hr,Hr11,30,005,19,16,2.03,0.1067,0.138
Hr,Hr11,31,200,17,21,2.0,0.1176,0.148
Hr,Hr11,33,076,14,23,2.01,0.1438,0.273
Hr,Hr11,34,755,17,19,2.24,0.1315,0.269
Hr,Hr11,35,090,15,29,2.09,0.1397,0.202
Hr,Hr11,36,200,7,13,2.06,0.2948,0.242
Hr,Hr12,0,009,8,11,2.06,0.2574,0.25
Hr,Hr12,2,724,9,10,2.0,0.2222,0.278
Hr,Hr12,3,734,11,7,2.08,0.1893,0.312
Hr,Hr12,5,382,7,29,2.0,0.2857,0.187
Hr,Hr12,6,684,13,28,2.0,0.1538,0.162
Hr,Hr12,7,382,11,12,2.11,0.1921,0.273
Hr,Hr12,8,048,11,23,2.07,0.1882,0.261
Hr,Hr12,9,684,14,24,2.05,0.1462,0.235
Hr,Hr12,11,600,11,31,2.02,0.1837,0.155
Hr,Hr12,12,326,5,17,2.08,0.4158,0.365
Hr,Hr12,13,305,4,19,2.12,0.5296,0.408
Hr,Hr12,14,308,14,44,2.05,0.1462,0.109
Hr,Hr12,15,008,7,19,2.05,0.2931,0.271
Hr,Hr12,16,9),6,61,2.0,0.3333,0.18
Hv,Hv01,3,092,10,19,2.02,0.2016,0.374
Hv,Hv01,4,301,11,19,2.01,0.1832,0.321
Hv,Hv01,5,37),9,13,2.12,0.236,0.274
Hv,Hv01,7,011,10,35,2.07,0.2069,0.306
Hv,Hv01,8,078,10,16,2.08,0.2081,0.4
Hv,Hv01,9,034,9,7,2.0,0.2222,0.397
Hv,Hv01,10,002,11,7,2.07,0.1881,0.286
Hv,Hv01,11,002,16,19,2.08,0.1298,0.26
Hv,Hv01,12,380,17,17,2.01,0.1185,0.291
Hv,Hv01,13,385,12,28,2.02,0.1685,0.31
Hv,Hv01,14,215,17,18,2.0,0.1176,0.317
Hv,Hv01,15,381,16,8,2.08,0.13,0.312
Hv,Hv01,16,065,16,8,2.44,0.1527,0.227
Hv,Hv01,17,2),5,8,2.59,0.5181,0.575
Hv,Hv01,18,302,11,28,2.29,0.2078,0.312
Hv,Hv01,19,200,12,17,2.07,0.1727,0.309
Hv,Hv01,20,600,14,18,2.04,0.1455,0.262
Hv,Hv01,21,600,11,18,2.07,0.1884,0.303
Hv,Hv01,22,027,14,13,2.07,0.1475,0.297
Hv,Hv01,23,700,14,7,2.08,0.1484,0.459
Hv,Hv01,25,078,16,35,2.03,0.1272,0.3
Hv,Hv01,26,034,8,18,2.0,0.25,0.271
Hv,Hv01,27,606,7,25,2.08,0.2975,0.291
Hv,Hv02,0,600,16,10,2.04,0.1275,0.2
Hv,Hv02,1,280,15,12,2.0,0.1333,0.228
Hv,Hv02,2,600,16,27,2.02,0.1261,0.148
Hv,Hv02,3,034,18,20,2.0,0.1111,0.15
Hv,Hv02,4,256,16,11,2.07,0.1291,0.182
Hv,Hv02,5,006,16,10,2.0,0.125,0.263
Hv,Hv02,7,034,17,23,2.0,0.1176,0.151
Hv,Hv02,9,093,11,14,2.0,0.1818,0.143
Hv,Hv02,11,600,13,8,2.0,0.1538,0.308
Hv,Hv02,12,034,12,14,2.04,0.1698,0.185
Hv,Hv02,13,212,10,12,2.04,0.2044,0.183
Hv,Hv02,15,044,15,17,2.0,0.1333,0.086
Hv,Hv02,16,069,12,13,2.03,0.1695,0.167
Hv,Hv02,17,382,10,12,2.03,0.2027,0.325
Hv,Hv02,19,093,8,12,2.0,0.25,0.25
Hv,Hv02,20,087,17,32,2.0,0.1176,0.178
Hv,Hv02,21,205,7,13,2.09,0.2989,0.308
Hv,Hv02,30,081,15,51,2.05,0.137,0.218
Hv,Hv02,31,050,12,18,2.34,0.1954,0.319
Hv,Hv02,32,710,15,35,2.22,0.1483,0.288
Hv,Hv02,33,034,15,14,2.04,0.1358,0.224
Hv,Hv03,2,280,19,10,2.0,0.1053,0.163
Hv,Hv03,3,270,17,8,2.0,0.1176,0.412
Hv,Hv03,4,466,15,21,2.0,0.1333,0.14
Hv,Hv03,5,466,13,22,2.0,0.1538,0.157
Hv,Hv03,6,340,15,12,2.0,0.1333,0.139
Hv,Hv03,7,067,15,7,2.0,0.1333,0.229
Hv,Hv03,8,260,14,15,2.0,0.1429,0.195
Hv,Hv03,9,305,17,11,2.03,0.1196,0.166
Hv,Hv03,14,144,15,9,2.0,0.1333,0.156
Hv,Hv03,22,204,15,32,2.0,0.1333,0.085
Hv,Hv03,24,254,17,18,2.0,0.1176,0.15
Hv,Hv03,25,200,16,26,2.0,0.125,0.168
Hv,Hv03,26,522,7,9,2.0,0.2857,0.333
Hv,Hv03,27,254,17,26,2.02,0.1189,0.109
Hv,Hv03,28,301,9,15,2.0,0.2222,0.267
Hv,Hv03,30,301,15,14,2.0,0.1333,0.119
Hv,Hv03,31,200,16,13,2.0,0.125,0.236
Hv,Hv03,32,200,18,14,2.02,0.1121,0.226
Hv,Hv03,34,215,15,18,2.0,0.1333,0.163
Hv,Hv03,35,001,13,7,2.0,0.1538,0.242
Hv,Hv03,36,421,10,9,2.0,0.2,0.222
Hv,Hv03,37,020,16,13,2.04,0.1276,0.135
Hv,Hv03,38,021,14,11,2.0,0.1429,0.221
Hv,Hv03,39,144,14,9,2.0,0.1429,0.198
Hv,Hv03,40,591,20,10,2.0,0.1,0.21
Hv,Hv03,41,451,20,9,2.0,0.1,0.178
Hv,Hv03,42,700,14,8,2.0,0.1429,0.25
Hv,Hv03,43,008,14,11,2.0,0.1429,0.305
Hv,Hv03,45,073,11,7,2.06,0.1868,0.286
Hv,Hv03,46,073,11,11,2.0,0.1818,0.264
Hv,Hv04,17,700,15,8,2.04,0.1362,0.317
Hv,Hv04,18,081,20,17,2.06,0.1028,0.297
Hv,Hv04,19,589,14,13,2.0,0.1429,0.264
Hv,Hv04,20,031,10,12,2.0,0.2,0.192
Hv,Hv04,21,571,12,10,2.0,0.1667,0.2
Hv,Hv04,22,385,17,19,2.0,0.1176,0.105
Hv,Hv04,24,209,19,17,2.0,0.1053,0.118
Hv,Hv04,25,200,14,35,2.1,0.15,0.178
Hv,Hv04,27,034,15,9,2.0,0.1333,0.222
Hv,Hv04,28,700,14,9,2.0,0.1429,0.27
Hv,Hv04,29,204,10,9,2.0,0.2,0.267
Hv,Hv04,30,755,15,18,2.05,0.1364,0.3
Hv,Hv04,31,381,13,9,2.0,0.1538,0.325
Hv,Hv04,32,755,16,9,2.07,0.1295,0.361
Hv,Hv04,33,381,17,18,2.02,0.1187,0.193
Hv,Hv04,34,755,16,19,2.0,0.125,0.171
Hv,Hv04,35,055,17,9,2.0,0.1176,0.255
Hv,Hv04,36,205,16,13,2.0,0.125,0.231
Hv,Hv04,37,376,19,13,2.0,0.1053,0.158
Hv,Hv04,40,002,16,17,2.0,0.125,0.154
Hv,Hv05,18,400,14,11,2.0,0.1429,0.292
Hv,Hv05,19,072,11,14,2.0,0.1818,0.13
Hv,Hv05,22,072,9,9,2.0,0.2222,0.309
Hv,Hv05,23,002,11,5,2.0,0.1818,0.418
Hv,Hv05,26,002,12,4,2.11,0.1759,0.417
Hv,Hv05,41,253,10,14,2.0,0.2,0.164
Hv,Hv05,43,046,15,17,2.0,0.1333,0.149
Hv,Hv05,45,046,17,12,2.0,0.1176,0.191
Hv,Hv05,46,381,12,11,2.0,0.1667,0.303
Hv,Hv05,49,482,10,8,2.0,0.2,0.263
Hv,Hv05,50,002,13,7,2.0,0.1538,0.275
Hv,Hv05,51,002,14,13,2.0,0.1429,0.209
Hv,Hv05,55,702,10,9,2.0,0.2,0.244
Hv,Hv05,56,008,12,8,2.04,0.17,0.281
Hv,Hv05,57,110,8,9,2.0,0.25,0.375
Hv,Hv06,1,069,19,24,2.04,0.1076,0.241
Hv,Hv06,2,200,16,37,2.01,0.1255,0.221
Hv,Hv06,3,280,13,15,2.04,0.1572,0.262
Hv,Hv06,5,280,13,12,2.0,0.1538,0.314
Hv,Hv06,6,144,13,12,2.0,0.1538,0.179
Hv,Hv06,7,200,16,19,2.0,0.125,0.148
Hv,Hv06,8,002,12,6,2.0,0.1667,0.417
Hv,Hv06,9,009,14,6,2.0,0.1429,0.321
Hv,Hv06,13,200,15,13,2.08,0.1389,0.144
Hv,Hv06,14,077,16,5,2.0,0.125,0.362
Hv,Hv06,15,344,14,20,2.15,0.1538,0.071
Hv,Hv06,16,078,15,27,2.0,0.1333,0.21
Hv,Hv06,17,384,14,6,2.0,0.1429,0.274
Hv,Hv06,18,010,12,11,2.0,0.1667,0.22
Hv,Hv06,20,700,11,9,2.08,0.1887,0.343
Hv,Hv06,21,008,14,10,2.13,0.152,0.2
Hv,Hv06,22,022,14,11,2.02,0.1445,0.279
Hv,Hv06,24,002,11,10,2.0,0.1818,0.218
Hv,Hv06,25,144,17,6,2.06,0.1211,0.196
Hv,Hv06,26,700,14,11,2.0,0.1429,0.175
Hv,Hv06,27,670,13,9,2.0,0.1538,0.342
Hv,Hv06,36,200,12,6,2.09,0.1743,0.306
Hv,Hv06,51,737,19,24,2.03,0.1067,0.094
Hv,Hv07,3,570,16,8,2.0,0.125,0.266
Hv,Hv07,6,280,9,10,2.0,0.2222,0.233
Hv,Hv07,7,604,10,19,2.11,0.211,0.121
Hv,Hv07,11,005,13,9,2.0,0.1538,0.248
Hv,Hv07,12,280,17,53,2.0,0.1176,0.081
Hv,Hv07,13,605,16,11,2.0,0.125,0.188
Hv,Hv07,14,466,16,25,2.0,0.125,0.092
Hv,Hv07,19,504,12,11,2.05,0.1707,0.174
Hv,Hv07,20,144,16,14,2.0,0.125,0.161
Hv,Hv07,21,020,15,12,2.03,0.1351,0.211
Hv,Hv07,22,200,15,15,2.0,0.1333,0.236
Hv,Hv07,23,006,15,15,2.0,0.1333,0.156
Hv,Hv07,25,309,15,23,2.0,0.1333,0.133
Hv,Hv07,30,095,15,10,2.0,0.1333,0.247
Hv,Hv07,31,001,7,16,2.0,0.2857,0.179
Hv,Hv07,32,290,9,8,2.06,0.2284,0.333
Hv,Hv07,33,254,11,17,2.05,0.1862,0.123
Hv,Hv07,34,450,15,17,2.0,0.1333,0.125
Hv,Hv07,35,450,17,8,2.0,0.1176,0.206
Hv,Hv07,37,074,18,18,2.02,0.1122,0.139
Hv,Hv07,40,003,18,10,2.0,0.1111,0.2
Hv,Hv07,41,254,14,18,2.0,0.1429,0.143
Hv,Hv07,42,010,13,7,2.0,0.1538,0.33
Hv,Hv07,44,001,20,15,2.0,0.1,0.223
Hv,Hv07,45,370,12,7,2.04,0.1703,0.321
Hv,Hv07,47,001,13,15,2.0,0.1538,0.226
Hv,Hv07,48,004,21,6,2.0,0.0952,0.333
Hv,Hv07,49,279,20,5,2.04,0.1021,0.27
Hv,Hv08,3,254,14,21,2.0,0.1429,0.146
Hv,Hv08,5,001,15,11,2.05,0.1365,0.273
Hv,Hv08,6,093,14,7,2.04,0.1454,0.296
Hv,Hv08,7,002,14,8,2.0,0.1429,0.196
Hv,Hv08,8,256,14,20,2.02,0.1445,0.189
Hv,Hv08,10,004,13,6,2.0,0.1538,0.295
Hv,Hv08,12,001,12,6,2.18,0.1819,0.333
Hv,Hv08,30,256,10,19,2.0,0.2,0.226
Hv,Hv09,16,011,13,6,2.0,0.1538,0.333
Hv,Hv09,20,670,16,22,2.0,0.125,0.088
Hv,Hv09,28,005,17,8,2.04,0.1199,0.184
Hv,Hv09,36,048,13,5,2.09,0.1606,0.369
Hv,Hv09,43,381,14,14,2.0,0.1429,0.158
Hv,Hv09,45,381,12,14,2.03,0.1693,0.22
Hv,Hv09,47,011,10,11,2.0,0.2,0.209
Hv,Hv09,50,011,11,10,2.0,0.1818,0.236
Hv,Hv09,52,324,14,16,2.0,0.1429,0.174
Hv,Hv09,57,600,16,8,2.03,0.1267,0.273
Hv,Hv09,58,205,16,6,2.0,0.125,0.26
Hv,Hv09,60,200,19,11,2.0,0.1053,0.225
Hv,Hv09,61,084,17,10,2.03,0.1194,0.2
Hv,Hv09,64,200,20,9,2.04,0.1022,0.178
Hv,Hv10,3,090,17,10,2.0,0.1176,0.182
Hv,Hv10,12,072,14,10,2.04,0.1457,0.164
Hv,Hv10,15,505,17,20,2.02,0.1185,0.174
